age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
39.0,management,unknown,university.degree,no,no,no,telephone,jun,mon,670.0,3,0,nonexistent,yes,Entroncamento
30.0,blue-collar,unknown,basic.9y,no,yes,no,telephone,jun,mon,662.0,2,0,nonexistent,yes,Almeirim
51.0,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,528.0,2,0,nonexistent,yes,Almada
31.0,unknown,married,basic.4y,unknown,yes,yes,telephone,jun,thu,232.5,3,0,nonexistent,yes,unknown
30.0,blue-collar,married,high.school,no,yes,yes,telephone,jun,thu,677.0,3,0,nonexistent,yes,Agualva-Cacém
36.0,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,232.5,3,0,nonexistent,yes,Marinha Grande
58.0,retired,married,high.school,no,yes,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,Agualva-Cacém
31.0,services,single,high.school,no,no,no,telephone,jun,fri,422.0,6,0,nonexistent,yes,Covilhã
38.0,blue-collar,single,unknown,unknown,yes,no,telephone,jun,fri,856.0,2,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
27.0,self-employed,single,university.degree,no,no,no,telephone,jun,fri,232.5,1,0,nonexistent,yes,Oliveira de Azeméis
53.0,technician,married,basic.9y,no,no,no,telephone,jun,mon,1049.0,6,0,nonexistent,yes,Amora
25.0,services,married,high.school,no,yes,no,telephone,jul,tue,479.0,9,0,nonexistent,yes,Agualva-Cacém
40.0,blue-collar,married,unknown,no,no,yes,telephone,jul,tue,1135.0,2,0,nonexistent,yes,Águeda
42.0,management,married,university.degree,no,no,yes,telephone,jul,tue,232.5,2,0,nonexistent,yes,Tondela
34.0,admin.,divorced,university.degree,no,no,no,telephone,jul,thu,676.0,1,0,nonexistent,yes,Viana do Castelo
27.0,services,married,high.school,unknown,no,no,telephone,jul,fri,584.0,1,0,nonexistent,yes,Rio Tinto
52.0,management,married,professional.course,no,yes,no,cellular,jul,mon,491.0,3,0,nonexistent,yes,Gafanha da Nazaré
59.0,retired,married,professional.course,unknown,yes,yes,cellular,jul,mon,232.5,4,0,nonexistent,yes,Torres Novas
40.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,615.0,2,0,nonexistent,yes,Lagoa
31.0,entrepreneur,married,unknown,no,yes,yes,cellular,jul,mon,782.0,1,0,nonexistent,yes,Agualva-Cacém
31.0,management,unknown,high.school,no,no,no,cellular,jul,mon,1272.0,3,0,nonexistent,yes,Montemor-o-Novo
32.0,services,single,high.school,no,no,no,cellular,jul,mon,232.5,3,0,nonexistent,yes,Loulé
56.0,retired,married,basic.4y,no,yes,no,cellular,jul,mon,621.0,2,0,nonexistent,yes,Fundão
50.0,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,232.5,2,0,nonexistent,yes,Évora
31.0,technician,married,unknown,no,yes,yes,cellular,jul,mon,385.0,5,0,nonexistent,yes,Esmoriz
35.0,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356.0,3,0,nonexistent,yes,Serpa
36.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,889.0,1,0,nonexistent,yes,Matosinhos
29.0,services,married,high.school,no,yes,no,cellular,jul,mon,556.0,1,0,nonexistent,yes,Peso da Régua
47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,532.0,1,0,nonexistent,yes,Portalegre
37.0,unknown,married,high.school,no,yes,no,cellular,jul,mon,599.0,1,0,nonexistent,yes,unknown
55.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,849.0,1,0,nonexistent,yes,Câmara de Lobos
44.0,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973.0,3,0,nonexistent,yes,Montemor-o-Novo
50.0,technician,married,professional.course,no,no,no,cellular,jul,mon,232.5,5,0,nonexistent,yes,Évora
42.0,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,719.0,2,0,nonexistent,yes,Almada
27.0,services,single,high.school,unknown,no,no,cellular,jul,tue,509.0,4,0,nonexistent,yes,Queluz
35.0,technician,married,high.school,unknown,yes,no,cellular,jul,tue,232.5,1,0,nonexistent,yes,Tarouca
56.0,services,married,basic.4y,unknown,no,no,cellular,jul,tue,534.0,1,0,nonexistent,yes,Torres Vedras
39.0,management,divorced,university.degree,no,yes,no,cellular,jul,tue,732.0,1,0,nonexistent,yes,Elvas
33.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,531.0,1,0,nonexistent,yes,Pinhel
39.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634.0,1,0,nonexistent,yes,Covilhã
25.0,technician,single,university.degree,no,no,no,cellular,jul,tue,460.0,3,0,nonexistent,yes,Valongo
48.0,management,unknown,high.school,no,no,no,cellular,jul,tue,705.0,1,0,nonexistent,yes,Ílhavo
35.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,232.5,2,0,nonexistent,yes,Peso da Régua
29.0,admin.,single,high.school,no,no,no,cellular,jul,tue,574.0,2,0,nonexistent,yes,Moura
25.0,services,married,high.school,no,no,no,cellular,jul,tue,1767.0,2,0,nonexistent,yes,Barreiro
29.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,232.5,1,0,nonexistent,yes,Vila Nova de Gaia
34.0,technician,single,university.degree,no,no,yes,cellular,jul,tue,232.5,1,0,nonexistent,yes,Ovar
42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,730.0,1,0,nonexistent,yes,Praia da Vitória
36.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,716.0,5,0,nonexistent,yes,Esposende
27.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,803.0,2,0,nonexistent,yes,Ermesinde
27.0,entrepreneur,married,high.school,no,no,no,cellular,jul,tue,232.5,1,0,nonexistent,yes,Gondomar
50.0,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,635.0,1,0,nonexistent,yes,Funchal
34.0,admin.,single,university.degree,no,yes,no,cellular,jul,tue,819.0,3,0,nonexistent,yes,Lagoa
30.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,623.0,2,0,nonexistent,yes,Lagoa
43.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,658.0,2,0,nonexistent,yes,Agualva-Cacém
27.0,admin.,single,professional.course,no,yes,no,cellular,jul,tue,1061.0,4,0,nonexistent,yes,Santo Tirso
30.0,services,married,high.school,no,yes,no,cellular,jul,tue,232.5,3,0,nonexistent,yes,Praia da Vitória
26.0,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,687.0,2,0,nonexistent,yes,Trofa
53.0,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,232.5,1,0,nonexistent,yes,Agualva-Cacém
31.0,services,married,basic.9y,no,yes,no,cellular,jul,wed,537.0,1,0,nonexistent,yes,Pinhel
31.0,services,married,basic.9y,no,no,no,cellular,jul,wed,679.0,1,0,nonexistent,yes,Ovar
35.0,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2122.0,1,0,nonexistent,yes,Vila Nova de Famalicão
36.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570.0,2,0,nonexistent,yes,Ermesinde
42.0,technician,married,high.school,no,yes,no,cellular,jul,wed,232.5,1,0,nonexistent,yes,Esmoriz
24.0,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,wed,232.5,1,0,nonexistent,yes,Caniço
31.0,management,single,university.degree,no,no,no,cellular,jul,wed,645.0,1,0,nonexistent,yes,Serpa
32.0,blue-collar,unknown,basic.4y,unknown,no,yes,telephone,jul,wed,990.0,1,0,nonexistent,yes,Praia da Vitória
31.0,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662.0,1,0,nonexistent,yes,Alfena
31.0,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625.0,1,0,nonexistent,yes,Rio Tinto
34.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,727.0,3,0,nonexistent,yes,Rio Tinto
51.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426.0,3,0,nonexistent,yes,Valpaços
31.0,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,232.5,1,0,nonexistent,yes,Beja
31.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121.0,1,0,nonexistent,yes,Esmoriz
26.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139.0,1,0,nonexistent,yes,Funchal
44.0,admin.,married,high.school,no,no,no,cellular,jul,wed,869.0,1,0,nonexistent,yes,Vendas Novas
34.0,admin.,married,high.school,no,no,no,cellular,jul,wed,359.0,5,0,nonexistent,yes,Espinho
58.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,1014.0,1,0,nonexistent,yes,Moura
28.0,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1290.0,4,0,nonexistent,yes,Rio Tinto
39.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,1439.0,6,0,nonexistent,yes,Esposende
27.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,919.0,2,0,nonexistent,yes,Tarouca
30.0,services,single,high.school,no,no,no,cellular,jul,wed,232.5,3,0,nonexistent,yes,Barcelos
30.0,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901.0,1,0,nonexistent,yes,Lagoa
34.0,technician,single,university.degree,no,yes,no,cellular,jul,thu,560.0,1,0,nonexistent,yes,Fundão
33.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854.0,1,0,nonexistent,yes,Évora
32.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,255.0,1,0,nonexistent,yes,Vila do Conde
35.0,admin.,single,university.degree,unknown,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Évora
26.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,804.0,1,0,nonexistent,yes,Freamunde
43.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Oliveira do Bairro
57.0,management,married,basic.4y,unknown,no,yes,cellular,jul,thu,584.0,1,0,nonexistent,yes,Quarteira
42.0,blue-collar,married,basic.9y,no,no,yes,cellular,jul,thu,880.0,1,0,nonexistent,yes,Amora
28.0,admin.,unknown,high.school,no,no,no,cellular,jul,thu,232.5,2,0,nonexistent,yes,Torres Vedras
54.0,blue-collar,married,high.school,no,no,no,cellular,jul,thu,771.0,1,0,nonexistent,yes,Gandra
31.0,unknown,married,high.school,no,yes,no,cellular,jul,thu,627.0,1,0,nonexistent,yes,unknown
55.0,management,married,university.degree,no,yes,no,cellular,jul,thu,232.5,7,0,nonexistent,yes,Faro
31.0,admin.,married,high.school,no,no,no,cellular,jul,thu,634.0,1,0,nonexistent,yes,Oliveira do Hospital
25.0,admin.,single,high.school,no,yes,no,cellular,jul,thu,476.0,4,0,nonexistent,yes,Tondela
42.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,829.0,5,0,nonexistent,yes,Vendas Novas
40.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,724.0,1,0,nonexistent,yes,Barreiro
38.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Santana
32.0,unknown,single,professional.course,no,no,no,cellular,jul,thu,2029.0,1,0,nonexistent,yes,Vila Nova de Santo André
30.0,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1499.0,3,0,nonexistent,yes,Odivelas
35.0,unknown,married,basic.9y,unknown,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,unknown
42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187.0,3,0,nonexistent,yes,Lisbon
31.0,technician,unknown,professional.course,no,no,yes,cellular,jul,thu,487.0,1,0,nonexistent,yes,Vila Franca de Xira
23.0,services,single,high.school,no,no,no,cellular,jul,thu,1097.0,3,0,nonexistent,yes,Fátima
31.0,technician,married,professional.course,no,no,no,cellular,jul,thu,3643.0,1,0,nonexistent,yes,Machico
30.0,services,married,high.school,no,yes,no,cellular,jul,fri,812.0,1,0,nonexistent,yes,Agualva-Cacém
35.0,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,232.5,1,0,nonexistent,yes,Marco de Canaveses
53.0,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,817.0,2,0,nonexistent,yes,Agualva-Cacém
33.0,services,married,high.school,no,no,no,cellular,jul,fri,1060.0,2,0,nonexistent,yes,Albufeira
33.0,admin.,single,university.degree,no,yes,no,cellular,jul,fri,232.5,2,0,nonexistent,yes,Agualva-Cacém
30.0,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,232.5,2,0,nonexistent,yes,Chaves
30.0,blue-collar,married,unknown,no,yes,no,cellular,jul,fri,1294.0,2,0,nonexistent,yes,Albufeira
38.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764.0,2,0,nonexistent,yes,Miranda do Douro
38.0,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120.0,2,0,nonexistent,yes,Rio Tinto
35.0,admin.,single,unknown,no,yes,no,cellular,jul,fri,963.0,2,0,nonexistent,yes,Agualva-Cacém
32.0,technician,married,unknown,no,yes,yes,cellular,jul,fri,1973.0,2,0,nonexistent,yes,Covilhã
53.0,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041.0,2,0,nonexistent,yes,Valpaços
41.0,self-employed,divorced,unknown,no,no,no,cellular,jul,fri,911.0,2,0,nonexistent,yes,Portalegre
30.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822.0,2,0,nonexistent,yes,Funchal
43.0,unknown,divorced,basic.9y,no,no,no,cellular,jul,fri,853.0,2,0,nonexistent,yes,unknown
46.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,232.5,2,0,nonexistent,yes,Agualva-Cacém
26.0,admin.,single,high.school,no,no,no,cellular,jul,fri,1310.0,2,0,nonexistent,yes,Lamego
50.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,611.0,2,0,nonexistent,yes,Coimbra
39.0,services,married,professional.course,no,yes,no,cellular,jul,mon,751.0,2,0,nonexistent,yes,Ílhavo
31.0,management,married,university.degree,no,yes,no,cellular,jul,mon,1397.0,3,0,nonexistent,yes,Oliveira de Azeméis
30.0,blue-collar,unknown,high.school,unknown,yes,no,cellular,jul,mon,232.5,3,0,nonexistent,yes,Valongo
23.0,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,686.0,2,0,nonexistent,yes,Vendas Novas
33.0,entrepreneur,married,unknown,no,yes,no,cellular,jul,mon,232.5,3,0,nonexistent,yes,Agualva-Cacém
35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,788.0,2,0,nonexistent,yes,Águeda
50.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130.0,3,0,nonexistent,yes,Queluz
57.0,retired,married,university.degree,no,yes,yes,cellular,jul,mon,1062.0,4,0,nonexistent,yes,Serpa
36.0,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,232.5,2,0,nonexistent,yes,Fiães
35.0,admin.,married,high.school,unknown,no,no,cellular,jul,mon,1336.0,4,0,nonexistent,yes,Albufeira
27.0,services,unknown,unknown,no,no,no,cellular,jul,mon,1071.0,3,0,nonexistent,yes,Santana
26.0,technician,single,high.school,no,yes,yes,cellular,jul,mon,894.0,7,0,nonexistent,yes,Montijo
54.0,management,unknown,university.degree,no,no,no,cellular,jul,mon,798.0,2,0,nonexistent,yes,Esposende
44.0,services,divorced,basic.9y,no,no,no,cellular,jul,tue,805.0,3,0,nonexistent,yes,Matosinhos
42.0,technician,married,basic.9y,no,no,no,cellular,jul,tue,723.0,3,0,nonexistent,yes,Trofa
45.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,232.5,5,0,nonexistent,yes,Setúbal
54.0,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,533.0,3,0,nonexistent,yes,Rio Tinto
57.0,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,1056.0,2,0,nonexistent,yes,Rebordosa
38.0,technician,single,professional.course,no,no,no,cellular,jul,tue,815.0,4,0,nonexistent,yes,Torres Novas
24.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,808.0,3,0,nonexistent,yes,Covilhã
43.0,services,single,high.school,no,no,no,cellular,jul,tue,232.5,4,0,nonexistent,yes,Odivelas
36.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615.0,3,0,nonexistent,yes,Évora
33.0,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,860.0,4,0,nonexistent,yes,Gondomar
35.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,658.0,1,0,nonexistent,yes,Odivelas
26.0,unknown,married,basic.9y,no,no,no,cellular,jul,tue,232.5,2,0,nonexistent,yes,unknown
32.0,services,single,unknown,unknown,yes,no,cellular,jul,tue,881.0,1,0,nonexistent,yes,Agualva-Cacém
32.0,services,single,unknown,unknown,no,no,cellular,jul,tue,232.5,1,0,nonexistent,yes,Tondela
33.0,services,married,high.school,no,yes,no,cellular,jul,tue,232.5,4,0,nonexistent,yes,Águeda
50.0,admin.,married,professional.course,no,no,no,cellular,jul,tue,1001.0,3,0,nonexistent,yes,Agualva-Cacém
26.0,technician,divorced,professional.course,no,no,yes,cellular,jul,tue,232.5,1,0,nonexistent,yes,Fátima
34.0,management,unknown,university.degree,no,yes,no,cellular,jul,tue,1228.0,6,0,nonexistent,yes,Odivelas
39.0,unknown,divorced,high.school,no,yes,no,cellular,jul,tue,514.0,5,0,nonexistent,yes,unknown
34.0,technician,divorced,basic.6y,no,yes,no,cellular,jul,tue,716.0,3,0,nonexistent,yes,Vila Real
34.0,technician,single,professional.course,no,no,yes,cellular,jul,tue,232.5,5,0,nonexistent,yes,Pinhel
32.0,technician,single,professional.course,no,no,no,cellular,jul,tue,769.0,4,0,nonexistent,yes,Póvoa de Santa Iria
33.0,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,889.0,5,0,nonexistent,yes,Seixal
48.0,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,232.5,4,0,nonexistent,yes,Serpa
34.0,management,married,unknown,no,yes,no,cellular,jul,tue,838.0,3,0,nonexistent,yes,Ponta Delgada
57.0,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,tue,232.5,6,0,nonexistent,yes,Ribeira Grande
27.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,232.5,5,0,nonexistent,yes,Seixal
59.0,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767.0,5,0,nonexistent,yes,Valongo
26.0,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed,578.0,1,0,nonexistent,yes,Póvoa de Santa Iria
24.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,349.0,1,0,nonexistent,yes,Covilhã
43.0,unknown,single,basic.6y,no,yes,yes,cellular,jul,wed,1806.0,4,0,nonexistent,yes,unknown
39.0,technician,married,high.school,unknown,no,no,cellular,jul,wed,232.5,1,0,nonexistent,yes,Ermesinde
45.0,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,496.0,1,0,nonexistent,yes,Marinha Grande
45.0,unknown,unknown,unknown,no,yes,no,cellular,jul,wed,586.0,1,0,nonexistent,yes,Gouveia
27.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,689.0,1,0,nonexistent,yes,Fundão
49.0,retired,married,high.school,no,yes,no,cellular,jul,wed,555.0,1,0,nonexistent,yes,Trancoso
34.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,686.0,6,0,nonexistent,yes,Póvoa de Santa Iria
23.0,blue-collar,single,high.school,no,no,no,cellular,jul,wed,232.5,1,0,nonexistent,yes,Agualva-Cacém
23.0,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,830.0,1,0,nonexistent,yes,Setúbal
29.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,873.0,2,0,nonexistent,yes,Leiria
50.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,1222.0,1,0,nonexistent,yes,Valongo
55.0,unknown,married,university.degree,no,no,no,cellular,jul,wed,988.0,1,0,nonexistent,yes,unknown
35.0,admin.,single,high.school,no,yes,yes,cellular,jul,wed,232.5,1,0,nonexistent,yes,Odivelas
26.0,technician,married,basic.9y,unknown,yes,no,telephone,jul,wed,367.0,6,0,nonexistent,yes,Fafe
33.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1019.0,11,0,nonexistent,yes,Rio Tinto
48.0,blue-collar,married,unknown,unknown,yes,no,cellular,jul,wed,709.0,2,0,nonexistent,yes,Rio Tinto
51.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,561.0,9,0,nonexistent,yes,Chaves
30.0,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,wed,1018.0,2,0,nonexistent,yes,Câmara de Lobos
34.0,admin.,married,university.degree,no,no,no,cellular,jul,wed,781.0,2,0,nonexistent,yes,Seixal
24.0,unknown,single,high.school,no,no,no,cellular,jul,thu,232.5,3,0,nonexistent,yes,unknown
31.0,services,single,basic.9y,no,yes,no,cellular,jul,thu,232.5,2,0,nonexistent,yes,Fátima
50.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1275.0,1,0,nonexistent,yes,Chaves
25.0,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008.0,2,0,nonexistent,yes,Vendas Novas
27.0,unemployed,single,university.degree,no,yes,yes,cellular,jul,thu,538.0,2,0,nonexistent,yes,Oliveira do Bairro
23.0,management,single,university.degree,no,no,no,cellular,jul,thu,795.0,1,0,nonexistent,yes,Portimão
39.0,housemaid,divorced,basic.9y,no,no,no,cellular,jul,thu,926.0,1,0,nonexistent,yes,Chaves
32.0,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1027.0,1,0,nonexistent,yes,Rio Tinto
23.0,management,single,university.degree,no,no,no,cellular,jul,thu,232.5,2,0,nonexistent,yes,Covilhã
49.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,thu,626.0,3,0,nonexistent,yes,Funchal
29.0,admin.,single,university.degree,no,no,yes,cellular,jul,thu,232.5,2,0,nonexistent,yes,Gafanha da Nazaré
24.0,technician,single,basic.6y,no,yes,no,telephone,jul,thu,1448.0,7,0,nonexistent,yes,Ponte de Sor
27.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,232.5,3,0,nonexistent,yes,Esposende
28.0,blue-collar,single,unknown,no,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Lourosa
